Title,description,price,Capacity,Grape,closure,country,Characteristics,type,ABV,region,style,vintage
Sokolin Dosset Dolcetto d’Alba Superiore,"Sokolin Dosset Dolcetto d’Alba Superiore (Dolcetto) is a refined red wine from Argentina, specifically the San Juan region. Produced from the 2009 vintage, it offers flavors of mushrooms, berries, vanilla and is best described as Fresh & Elegant. Alcohol content: 14.0%.",$52.53,0.75,Dolcetto,Natural Cork,Argentina,"mushrooms, berries, vanilla",Red,14.0%,San Juan,Fresh & Elegant,2009
Bott Frigyes Sauvignon Blanc,"Bott Frigyes Sauvignon Blanc (Sauvignon Blanc) is a refined white wine from Moldova, specifically the a region. Produced from the 2007 vintage, it offers flavors of minerals, pepper, minerals and is best described as Smooth & Light. Alcohol content: 13.5%.",$16.00,0.75,Sauvignon Blanc,Natural Cork,Moldova,"minerals, pepper, minerals",White,13.5%,a,Smooth & Light,2007
Bott Frigyes Just Enjoy,"Bott Frigyes Just Enjoy (Chardonnay) is a refined white wine from Argentina, specifically the Mendoza region. Produced from the 2002 vintage, it offers flavors of sweetness, vanilla, honeysuckle and is best described as Fresh & Elegant. Alcohol content: 11.5%.",$47.39,0.75,Chardonnay,Natural Cork,Argentina,"sweetness, vanilla, honeysuckle",White,11.5%,Mendoza,Fresh & Elegant,2002
Gino Pedrotti Chardonnay 2019,"Gino Pedrotti Chardonnay 2019 (Chardonnay) is a refined white wine from Italy, specifically the Lombardy region. Produced from the 2019 vintage, it offers flavors of spice, green apple, tobacco and is best described as Light & Refreshing. Alcohol content: 12.0%.",$31.07,0.75,Chardonnay,Natural Cork,Italy,"spice, green apple, tobacco",White,12.0%,Lombardy,Light & Refreshing,2019
Tomassetti Corno 2016,"Tomassetti Corno 2016 (Petit Verdot) is a refined red wine from Chile, specifically the Chile region. Produced from the 2016 vintage, it offers flavors of nuts, berries, black fruit and is best described as Ripe & Rounded. Alcohol content: 11.5%.",$32.00,0.75,Petit Verdot,Natural Cork,Chile,"nuts, berries, black fruit",Red,11.5%,Chile,Ripe & Rounded,2016
Las Uvas de la Ira 2018,"Las Uvas de la Ira 2018 (Petite Sirah) is a refined red wine from Argentina, specifically the San Juan region. Produced from the 2018 vintage, it offers flavors of grape, passion fruit, passion fruit and is best described as Smooth & Light. Alcohol content: 11.5%.",$55.00,0.75,Petite Sirah,Natural Cork,Argentina,"grape, passion fruit, passion fruit",Red,11.5%,San Juan,Smooth & Light,2018
Casa de Mouraz Dao Encruzado,"Casa de Mouraz Dao Encruzado (Arneis) is a refined white wine from Georgia, specifically the v region. Produced from the 2021 vintage, it offers flavors of nuts, minerals, hazelnut and is best described as Crisp & Zesty. Alcohol content: 12.0%.",$12.00,0.75,Arneis,Natural Cork,Georgia,"nuts, minerals, hazelnut",White,12.0%,v,Crisp & Zesty,2021
Comm. G.B. Burlotto Viridis Langhe Sauvignon,"Comm. G.B. Burlotto Viridis Langhe Sauvignon (Soave) is a refined white wine from France, specifically the Corsica region. Produced from the 2013 vintage, it offers flavors of plum, mint, mushrooms and is best described as Delicate & Dry. Alcohol content: 11.5%.",$6.90,0.75,Soave,Natural Cork,France,"plum, mint, mushrooms",White,11.5%,Corsica,Delicate & Dry,2013
Comm. G.B. Burlotto Verduno Pelaverga,"Comm. G.B. Burlotto Verduno Pelaverga (Sangiovese) is a refined red wine from Argentina, specifically the Mendoza region. Produced from the 2012 vintage, it offers flavors of flowers, tropical fruit, red berries and is best described as Ripe & Fruity. Alcohol content: 14.0%.",$45.00,0.75,Sangiovese,Natural Cork,Argentina,"flowers, tropical fruit, red berries",Red,14.0%,Mendoza,Ripe & Fruity,2012
Comm. G.B. Burlotto Verduno Pelaverga 2021,"Comm. G.B. Burlotto Verduno Pelaverga 2021 (Roussanne) is a refined red wine from France, specifically the Burgundy region. Produced from the 2021 vintage, it offers flavors of raisin, tobacco, plum and is best described as Ripe & Rounded. Alcohol content: 13.0%.",$49.00,0.75,Roussanne,Natural Cork,France,"raisin, tobacco, plum",Red,13.0%,Burgundy,Ripe & Rounded,2021
Comm. G.B. Burlotto Viridis Langhe Sauvignon 2021,"Comm. G.B. Burlotto Viridis Langhe Sauvignon 2021 (Torrontes) is a refined white wine from Hungary, specifically the H region. Produced from the 2021 vintage, it offers flavors of tobacco, chocolate, cinnamon and is best described as Ripe & Fruity. Alcohol content: 14.5%.",$46.00,0.75,Torrontes,Natural Cork,Hungary,"tobacco, chocolate, cinnamon",White,14.5%,H,Ripe & Fruity,2021
Roland Lavantureux Petit Chablis,"Roland Lavantureux Petit Chablis (Fiano) is a refined white wine from Moldova, specifically the a region. Produced from the 2024 vintage, it offers flavors of passion fruit, green pepper, tobacco and is best described as Fresh & Elegant. Alcohol content: 11.0%.",$56.00,0.75,Fiano,Natural Cork,Moldova,"passion fruit, green pepper, tobacco",White,11.0%,a,Fresh & Elegant,2024
Chozas Carrascal Las Ocho,"Chozas Carrascal Las Ocho (Gamay) is a refined red wine from Argentina, specifically the San Juan region. Produced from the 2012 vintage, it offers flavors of earth, honeysuckle, green apple and is best described as Crisp & Zesty. Alcohol content: 13.0%.",$56.75,0.75,Gamay,Natural Cork,Argentina,"earth, honeysuckle, green apple",Red,13.0%,San Juan,Crisp & Zesty,2012
Quinta do Noval Cedro do Noval Branco 2019,"Quinta do Noval Cedro do Noval Branco 2019 (Gruner Veltliner) is a refined white wine from Portugal, specifically the Douro region. Produced from the 2019 vintage, it offers flavors of red fruit, earth, pineapple and is best described as Light & Refreshing. Alcohol content: 11.0%.",$23.14,0.75,Gruner Veltliner,Natural Cork,Portugal,"red fruit, earth, pineapple",White,11.0%,Douro,Light & Refreshing,2019
Quinta do Noval Cedro do Noval Tinto,"Quinta do Noval Cedro do Noval Tinto (Carmenere) is a refined red wine from Portugal, specifically the Douro region. Produced from the 2014 vintage, it offers flavors of flowers, clove, earth and is best described as Ripe & Fruity. Alcohol content: 14.0%.",$16.69,0.75,Carmenere,Natural Cork,Portugal,"flowers, clove, earth",Red,14.0%,Douro,Ripe & Fruity,2014
Quinta do Noval Cedro do Noval Tinto 2018,"Quinta do Noval Cedro do Noval Tinto 2018 (Merlot) is a refined red wine from Portugal, specifically the Dao region. Produced from the 2018 vintage, it offers flavors of incense, minerals, perfume and is best described as Delicate & Dry. Alcohol content: 13.0%.",$41.00,0.75,Merlot,Natural Cork,Portugal,"incense, minerals, perfume",Red,13.0%,Dao,Delicate & Dry,2018
Comando G Bruja de Rozas,"Comando G Bruja de Rozas (Carmenere) is a refined red wine from Portugal, specifically the Douro region. Produced from the 2010 vintage, it offers flavors of spice, pepper, apricot and is best described as Bold & Spicy. Alcohol content: 12.5%.",$16.00,0.75,Carmenere,Natural Cork,Portugal,"spice, pepper, apricot",Red,12.5%,Douro,Bold & Spicy,2010
Mandrarossa Etna Rosso,"Mandrarossa Etna Rosso (Petite Sirah) is a refined red wine from Georgia, specifically the e region. Produced from the 2008 vintage, it offers flavors of sweetness, quince, honey and is best described as Light & Refreshing. Alcohol content: 12.5%.",$33.00,0.75,Petite Sirah,Natural Cork,Georgia,"sweetness, quince, honey",Red,12.5%,e,Light & Refreshing,2008
Conterno-Fantino Barbera d’Alba Vignota,"Conterno-Fantino Barbera d’Alba Vignota (Barbera) is a refined red wine from Greece, specifically the e region. Produced from the 2005 vintage, it offers flavors of coconut, green pepper, minerals and is best described as Soft & Fruity. Alcohol content: 15.0%.",$28.00,0.75,Barbera,Natural Cork,Greece,"coconut, green pepper, minerals",Red,15.0%,e,Soft & Fruity,2005
Pierre Naigeon Bourgogne Aligote Skin Contact,"Pierre Naigeon Bourgogne Aligote Skin Contact (Vernaccia) is a refined white wine from England, specifically the Kent region. Produced from the 2000 vintage, it offers flavors of fruit, incense, peanut and is best described as Rich & Juicy. Alcohol content: 11.5%.",$42.00,0.75,Vernaccia,Natural Cork,England,"fruit, incense, peanut",White,11.5%,Kent,Rich & Juicy,2000
Pierre Naigeon Bourgogne Passe Tout Grains La Riotte,"Pierre Naigeon Bourgogne Passe Tout Grains La Riotte (Gamay) is a refined red wine from Spain, specifically the Galicia region. Produced from the 2010 vintage, it offers flavors of almond, cherry, coffee and is best described as Ripe & Fruity. Alcohol content: 14.5%.",$40.00,0.75,Gamay,Natural Cork,Spain,"almond, cherry, coffee",Red,14.5%,Galicia,Ripe & Fruity,2010
Bodegas Bhilar Costa do Santa Mariña Albariño Rias Baixas 2012,"Bodegas Bhilar Costa do Santa Mariña Albariño Rias Baixas 2012 (Riesling) is a refined white wine from Portugal, specifically the Alentejo region. Produced from the 2012 vintage, it offers flavors of oak, green pepper, raspberry and is best described as Ripe & Fruity. Alcohol content: 12.0%.",$52.00,0.75,Riesling,Natural Cork,Portugal,"oak, green pepper, raspberry",White,12.0%,Alentejo,Ripe & Fruity,2012
Daniel Crochet Sancerre Blanc,"Daniel Crochet Sancerre Blanc (Albarino) is a refined white wine from Chile, specifically the Chile region. Produced from the 2002 vintage, it offers flavors of pear, earth, perfume and is best described as Fresh & Elegant. Alcohol content: 14.0%.",$55.55,0.75,Albarino,Natural Cork,Chile,"pear, earth, perfume",White,14.0%,Chile,Fresh & Elegant,2002
Daniel Crochet Sancerre Rouge,"Daniel Crochet Sancerre Rouge (Marsala) is a refined red wine from Greece, specifically the e region. Produced from the 2021 vintage, it offers flavors of nuts, mint, grass and is best described as Light & Elegant. Alcohol content: 14.0%.",$28.11,0.75,Marsala,Natural Cork,Greece,"nuts, mint, grass",Red,14.0%,e,Light & Elegant,2021
Mandrarossa Etna Bianco 2020,"Mandrarossa Etna Bianco 2020 (Gewürztraminer) is a refined white wine from Slovenia, specifically the S region. Produced from the 2020 vintage, it offers flavors of flowers, sweetness, pineapple and is best described as Bold & Spicy. Alcohol content: 11.0%.",$13.00,0.75,Gewürztraminer,Natural Cork,Slovenia,"flowers, sweetness, pineapple",White,11.0%,S,Bold & Spicy,2020
Bodegas Bhilar Costa do Santa Marina Albarino,"Bodegas Bhilar Costa do Santa Marina Albarino (Albarino) is a refined white wine from Georgia, specifically the a region. Produced from the 2024 vintage, it offers flavors of incense, citrus, peanut and is best described as Smooth & Light. Alcohol content: 11.5%.",$7.08,0.75,Albarino,Natural Cork,Georgia,"incense, citrus, peanut",White,11.5%,a,Smooth & Light,2024
Chateau Fourcas Dupre Listrac Medoc,"Chateau Fourcas Dupre Listrac Medoc (Carmenere) is a refined red wine from USA, specifically the Oregon region. Produced from the 2023 vintage, it offers flavors of clove, fruit, citrus and is best described as Savoury & Full Bodied. Alcohol content: 14.0%.",$27.00,0.75,Carmenere,Natural Cork,USA,"clove, fruit, citrus",Red,14.0%,Oregon,Savoury & Full Bodied,2023
Tiezzi Rosso di Montalcino Poggio Cerrino 2019,"Tiezzi Rosso di Montalcino Poggio Cerrino 2019 (Marsala) is a refined red wine from Hungary, specifically the r region. Produced from the 2019 vintage, it offers flavors of tobacco, grape, vanilla and is best described as Crisp & Fruity. Alcohol content: 14.0%.",$55.00,0.75,Marsala,Natural Cork,Hungary,"tobacco, grape, vanilla",Red,14.0%,r,Crisp & Fruity,2019
Quinta do Noval Touriga Nacional,"Quinta do Noval Touriga Nacional (Touriga Nacional) is a refined red wine from Portugal, specifically the Dao region. Produced from the 1999 vintage, it offers flavors of plum, sweetness, propolis and is best described as Bold & Spicy. Alcohol content: 11.5%.",$55.00,0.75,Touriga Nacional,Natural Cork,Portugal,"plum, sweetness, propolis",Red,11.5%,Dao,Bold & Spicy,1999
Grand Barrail Lamarzelle Figeac Saint Emilion,"Grand Barrail Lamarzelle Figeac Saint Emilion (Petit Verdot) is a refined red wine from Chile, specifically the Chile region. Produced from the 2017 vintage, it offers flavors of minerals, raisin, nuts and is best described as Bold & Spicy. Alcohol content: 14.5%.",$7.38,0.75,Petit Verdot,Natural Cork,Chile,"minerals, raisin, nuts",Red,14.5%,Chile,Bold & Spicy,2017
Quinta Do Noval Porto LBV Unfiltered 2016,"Quinta Do Noval Porto LBV Unfiltered 2016 (Port) is a refined red wine from Portugal, specifically the Douro region. Produced from the 2016 vintage, it offers flavors of passion fruit, strawberry, green apple and is best described as Light & Refreshing. Alcohol content: 13.5%.",$51.10,0.75,Port,Natural Cork,Portugal,"passion fruit, strawberry, green apple",Red,13.5%,Douro,Light & Refreshing,2016
Sandro Fay Valgella Costa Bassa Valtellina Superiore,"Sandro Fay Valgella Costa Bassa Valtellina Superiore (Bardolino) is a refined red wine from Hungary, specifically the H region. Produced from the 2023 vintage, it offers flavors of flint, honeysuckle, hay and is best described as Aromatic & Floral. Alcohol content: 12.5%.",$42.40,0.75,Bardolino,Natural Cork,Hungary,"flint, honeysuckle, hay",Red,12.5%,H,Aromatic & Floral,2023
Bott Frigyes Pinot Noir,"Bott Frigyes Pinot Noir (Pinot Noir) is a refined red wine from New Zealand, specifically the Waipara region. Produced from the 2006 vintage, it offers flavors of coffee, coconut, berries and is best described as Crisp & Fruity. Alcohol content: 14.0%.",$21.00,0.75,Pinot Noir,Natural Cork,New Zealand,"coffee, coconut, berries",Red,14.0%,Waipara,Crisp & Fruity,2006
Chateau Carlmagnus Fronsac,"Chateau Carlmagnus Fronsac (Barbera) is a refined red wine from Argentina, specifically the Mendoza region. Produced from the 2022 vintage, it offers flavors of blueberry, mint, tropical fruit and is best described as Smooth & Mellow. Alcohol content: 11.0%.",$11.00,0.75,Barbera,Natural Cork,Argentina,"blueberry, mint, tropical fruit",Red,11.0%,Mendoza,Smooth & Mellow,2022
Whispering Angel,"Whispering Angel (Nero d'Avola) is a refined rose wine from England, specifically the Kent region. Produced from the 2007 vintage, it offers flavors of cinnamon, pineapple, pineapple and is best described as Rich & Juicy. Alcohol content: 14.0%.",$59.00,0.75,Nero d'Avola,Natural Cork,England,"cinnamon, pineapple, pineapple",Rose,14.0%,Kent,Rich & Juicy,2007
El Coto Coto de Imaz Rioja Gran Reserva,"El Coto Coto de Imaz Rioja Gran Reserva (Pinot Noir) is a refined red wine from Greece, specifically the e region. Produced from the 2001 vintage, it offers flavors of black currant, wax, wax and is best described as Soft & Fruity. Alcohol content: 14.5%.",$39.35,0.75,Pinot Noir,Natural Cork,Greece,"black currant, wax, wax",Red,14.5%,e,Soft & Fruity,2001
Cave de Ribeauville Pinot Noir Grande Cuvee Rodern,"Cave de Ribeauville Pinot Noir Grande Cuvee Rodern (Pinot Noir) is a refined red wine from Germany, specifically the r region. Produced from the 1999 vintage, it offers flavors of caramel, pepper, peach and is best described as Delicate & Dry. Alcohol content: 11.0%.",$10.00,0.75,Pinot Noir,Natural Cork,Germany,"caramel, pepper, peach",Red,11.0%,r,Delicate & Dry,1999
Thevenot le Brun Bourgogne Hautes Cotes de Nuits Clos du Vignon,"Thevenot le Brun Bourgogne Hautes Cotes de Nuits Clos du Vignon (Dolcetto) is a refined red wine from USA, specifically the Oregon region. Produced from the 2015 vintage, it offers flavors of blueberry, cinnamon, mushrooms and is best described as Rich & Toasty. Alcohol content: 15.0%.",$33.00,0.75,Dolcetto,Natural Cork,USA,"blueberry, cinnamon, mushrooms",Red,15.0%,Oregon,Rich & Toasty,2015
Pierre Naigeon Coteaux Bourguignons En Auvonne,"Pierre Naigeon Coteaux Bourguignons En Auvonne (Gruner Veltliner) is a refined white wine from Greece, specifically the e region. Produced from the 2018 vintage, it offers flavors of coffee, oak, raisin and is best described as Bold & Spicy. Alcohol content: 13.5%.",$49.00,0.75,Gruner Veltliner,Natural Cork,Greece,"coffee, oak, raisin",White,13.5%,e,Bold & Spicy,2018
